"Statistic","CensusYear","Sex","Province County or City","UNIT","VALUE"
"2002 Population at Each Census Since 1841","1996","Female","Leinster","Number","980033"
"2002 Population at Each Census Since 1841","1996","Female","Carlow","Number","20530"
"2002 Population at Each Census Since 1841","1996","Female","Dublin","Number","549298"
"2002 Population at Each Census Since 1841","1996","Female","Kildare","Number","66985"
"2002 Population at Each Census Since 1841","1996","Female","Kilkenny","Number","37192"
"2002 Population at Each Census Since 1841","1996","Female","Laois","Number","25785"
"2002 Population at Each Census Since 1841","1996","Female","Longford","Number","14698"
"2002 Population at Each Census Since 1841","1996","Female","Louth","Number","46525"
"2002 Population at Each Census Since 1841","1996","Female","Meath","Number","54392"
"2002 Population at Each Census Since 1841","1996","Female","Offaly","Number","29114"
"2002 Population at Each Census Since 1841","1996","Female","Westmeath","Number","31715"
"2002 Population at Each Census Since 1841","1996","Female","Wexford","Number","51939"
"2002 Population at Each Census Since 1841","1996","Female","Wicklow","Number","51860"
"2002 Population at Each Census Since 1841","1996","Female","Munster","Number","515686"
"2002 Population at Each Census Since 1841","1996","Female","Clare","Number","46217"
"2002 Population at Each Census Since 1841","1996","Female","Cork","Number","211333"
"2002 Population at Each Census Since 1841","1996","Female","Kerry","Number","62329"
"2002 Population at Each Census Since 1841","1996","Female","Limerick","Number","82496"
"2002 Population at Each Census Since 1841","1996","Female","North Tipperary","Number","28731"
"2002 Population at Each Census Since 1841","1996","Female","South Tipperary","Number","37202"
"2002 Population at Each Census Since 1841","1996","Female","Waterford","Number","47378"
"2002 Population at Each Census Since 1841","1996","Female","Connacht","Number","214844"
"2002 Population at Each Census Since 1841","1996","Female","Galway","Number","94325"
"2002 Population at Each Census Since 1841","1996","Female","Leitrim","Number","12013"
"2002 Population at Each Census Since 1841","1996","Female","Mayo","Number","55153"
"2002 Population at Each Census Since 1841","1996","Female","Roscommon","Number","25280"
"2002 Population at Each Census Since 1841","1996","Female","Sligo","Number","28073"
"2002 Population at Each Census Since 1841","1996","Female","Ulster (part of)","Number","115292"
"2002 Population at Each Census Since 1841","1996","Female","Cavan","Number","25663"
"2002 Population at Each Census Since 1841","1996","Female","Donegal","Number","64474"
"2002 Population at Each Census Since 1841","1996","Female","Monaghan","Number","25155"
"2002 Population at Each Census Since 1841","2002","Both sexes","State","Number","3917203"
"2002 Population at Each Census Since 1841","2002","Both sexes","Leinster","Number","2105579"
"2002 Population at Each Census Since 1841","2002","Both sexes","Carlow","Number","46014"
"2002 Population at Each Census Since 1841","2002","Both sexes","Dublin","Number","1122821"
"2002 Population at Each Census Since 1841","2002","Both sexes","Kildare","Number","163944"
"2002 Population at Each Census Since 1841","2002","Both sexes","Kilkenny","Number","80339"
"2002 Population at Each Census Since 1841","2002","Both sexes","Laois","Number","58774"
"2002 Population at Each Census Since 1841","2002","Both sexes","Longford","Number","31068"
"2002 Population at Each Census Since 1841","2002","Both sexes","Louth","Number","101821"
"2002 Population at Each Census Since 1841","2002","Both sexes","Meath","Number","134005"
"2002 Population at Each Census Since 1841","2002","Both sexes","Offaly","Number","63663"
"2002 Population at Each Census Since 1841","2002","Both sexes","Westmeath","Number","71858"
"2002 Population at Each Census Since 1841","2002","Both sexes","Wexford","Number","116596"
"2002 Population at Each Census Since 1841","2002","Both sexes","Wicklow","Number","114676"
"2002 Population at Each Census Since 1841","2002","Both sexes","Munster","Number","1100614"
"2002 Population at Each Census Since 1841","2002","Both sexes","Clare","Number","103277"
"2002 Population at Each Census Since 1841","2002","Both sexes","Cork","Number","447829"
"2002 Population at Each Census Since 1841","2002","Both sexes","Kerry","Number","132527"
"2002 Population at Each Census Since 1841","2002","Both sexes","Limerick","Number","175304"
"2002 Population at Each Census Since 1841","2002","Both sexes","North Tipperary","Number","61010"
"2002 Population at Each Census Since 1841","2002","Both sexes","South Tipperary","Number","79121"
"2002 Population at Each Census Since 1841","2002","Both sexes","Waterford","Number","101546"
"2002 Population at Each Census Since 1841","2002","Both sexes","Connacht","Number","464296"
"2002 Population at Each Census Since 1841","2002","Both sexes","Galway","Number","209077"
"2002 Population at Each Census Since 1841","2002","Both sexes","Leitrim","Number","25799"
"2002 Population at Each Census Since 1841","2002","Both sexes","Mayo","Number","117446"
"2002 Population at Each Census Since 1841","2002","Both sexes","Roscommon","Number","53774"
"2002 Population at Each Census Since 1841","2002","Both sexes","Sligo","Number","58200"
"2002 Population at Each Census Since 1841","2002","Both sexes","Ulster (part of)","Number","246714"
"2002 Population at Each Census Since 1841","2002","Both sexes","Cavan","Number","56546"
"2002 Population at Each Census Since 1841","2002","Both sexes","Donegal","Number","137575"
"2002 Population at Each Census Since 1841","2002","Both sexes","Monaghan","Number","52593"
"2002 Population at Each Census Since 1841","2002","Male","State","Number","1946164"
"2002 Population at Each Census Since 1841","2002","Male","Leinster","Number","1038015"
"2002 Population at Each Census Since 1841","2002","Male","Carlow","Number","23403"
"2002 Population at Each Census Since 1841","2002","Male","Dublin","Number","544075"
"2002 Population at Each Census Since 1841","2002","Male","Kildare","Number","82735"
"2002 Population at Each Census Since 1841","2002","Male","Kilkenny","Number","40540"
"2002 Population at Each Census Since 1841","2002","Male","Laois","Number","30131"
"2002 Population at Each Census Since 1841","2002","Male","Longford","Number","15794"
"2002 Population at Each Census Since 1841","2002","Male","Louth","Number","50489"
"2002 Population at Each Census Since 1841","2002","Male","Meath","Number","67733"
"2002 Population at Each Census Since 1841","2002","Male","Offaly","Number","32185"
"2002 Population at Each Census Since 1841","2002","Male","Westmeath","Number","35960"
"2002 Population at Each Census Since 1841","2002","Male","Wexford","Number","58170"
"2002 Population at Each Census Since 1841","2002","Male","Wicklow","Number","56800"
"2002 Population at Each Census Since 1841","2002","Male","Munster","Number","550118"
"2002 Population at Each Census Since 1841","2002","Male","Clare","Number","52063"
"2002 Population at Each Census Since 1841","2002","Male","Cork","Number","222317"
"2002 Population at Each Census Since 1841","2002","Male","Kerry","Number","66572"
"2002 Population at Each Census Since 1841","2002","Male","Limerick","Number","87631"
"2002 Population at Each Census Since 1841","2002","Male","North Tipperary","Number","30864"
"2002 Population at Each Census Since 1841","2002","Male","South Tipperary","Number","39999"
"2002 Population at Each Census Since 1841","2002","Male","Waterford","Number","50672"
"2002 Population at Each Census Since 1841","2002","Male","Connacht","Number","233194"
"2002 Population at Each Census Since 1841","2002","Male","Galway","Number","104367"
"2002 Population at Each Census Since 1841","2002","Male","Leitrim","Number","13324"
"2002 Population at Each Census Since 1841","2002","Male","Mayo","Number","59149"
"2002 Population at Each Census Since 1841","2002","Male","Roscommon","Number","27583"
"2002 Population at Each Census Since 1841","2002","Male","Sligo","Number","28771"
"2002 Population at Each Census Since 1841","2002","Male","Ulster (part of)","Number","124837"
"2002 Population at Each Census Since 1841","2002","Male","Cavan","Number","29015"
"2002 Population at Each Census Since 1841","2002","Male","Donegal","Number","69016"
"2002 Population at Each Census Since 1841","2002","Male","Monaghan","Number","26806"
"2002 Population at Each Census Since 1841","2002","Female","State","Number","1971039"
"2002 Population at Each Census Since 1841","2002","Female","Leinster","Number","1067564"
"2002 Population at Each Census Since 1841","2002","Female","Carlow","Number","22611"
"2002 Population at Each Census Since 1841","2002","Female","Dublin","Number","578746"
"2002 Population at Each Census Since 1841","2002","Female","Kildare","Number","81209"
"2002 Population at Each Census Since 1841","2002","Female","Kilkenny","Number","39799"
"2002 Population at Each Census Since 1841","2002","Female","Laois","Number","28643"
"2002 Population at Each Census Since 1841","2002","Female","Longford","Number","15274"
"2002 Population at Each Census Since 1841","2002","Female","Louth","Number","51332"
"2002 Population at Each Census Since 1841","2002","Female","Meath","Number","66272"
"2002 Population at Each Census Since 1841","2002","Female","Offaly","Number","31478"
"2002 Population at Each Census Since 1841","2002","Female","Westmeath","Number","35898"
"2002 Population at Each Census Since 1841","2002","Female","Wexford","Number","58426"
"2002 Population at Each Census Since 1841","2002","Female","Wicklow","Number","57876"
"2002 Population at Each Census Since 1841","2002","Female","Munster","Number","550496"
"2002 Population at Each Census Since 1841","2002","Female","Clare","Number","51214"
"2002 Population at Each Census Since 1841","2002","Female","Cork","Number","225512"
"2002 Population at Each Census Since 1841","2002","Female","Kerry","Number","65955"
"2002 Population at Each Census Since 1841","2002","Female","Limerick","Number","87673"
"2002 Population at Each Census Since 1841","2002","Female","North Tipperary","Number","30146"
"2002 Population at Each Census Since 1841","2002","Female","South Tipperary","Number","39122"
"2002 Population at Each Census Since 1841","2002","Female","Waterford","Number","50874"
"2002 Population at Each Census Since 1841","2002","Female","Connacht","Number","231102"
