"Statistic","HalfYear","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Grand Canal Square, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Hanover Quay, Dublin 2","Euro","2535.12"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Lower Mount Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Pearse Street, Dublin 2","Euro","1795.37"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Temple Bar, Dublin 2","Euro","1786.39"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Townsend Street, Dublin 2","Euro","1846.89"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 3","Euro","1634.65"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clonliffe, Dublin 3","Euro","1440.95"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clontarf, Dublin 3","Euro","1721.81"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Drumcondra, Dublin 3","Euro","1536.79"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","East Wall, Dublin 3","Euro","1819.31"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Fairview, Dublin 3","Euro","1423.31"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Marino, Dublin 3","Euro","1768.74"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","North Strand, Dublin 3","Euro","1567.69"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 4","Euro","2205.03"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ballsbridge, Dublin 4","Euro","2448.51"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Donnybrook, Dublin 4","Euro","2123.97"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Irishtown, Dublin 4","Euro","1967.56"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Merrion, Dublin 4","Euro","1841.33"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Pembroke, Dublin 4","Euro","1903.14"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ringsend, Dublin 4","Euro","1985"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Sandymount, Dublin 4","Euro","2338.45"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 5","Euro","1688.23"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Artane, Dublin 5","Euro","1641.37"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Killester, Dublin 5","Euro","1815.41"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Raheny, Dublin 5","Euro","1712.24"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 6","Euro","1639.7"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dartry, Dublin 6","Euro","2297.03"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Harolds Cross, Dublin 6","Euro","1596.92"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Milltown, Dublin 6","Euro","2030.96"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ranelagh, Dublin 6","Euro","1823.7"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Rathgar, Dublin 6","Euro","1602.97"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Rathmines, Dublin 6","Euro","1421.16"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Terenure, Dublin 6","Euro","1756.8"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 6W","Euro","1786.64"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Harolds Cross, Dublin 6W","Euro","1542.92"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Templeogue, Dublin 6W","Euro","2033.32"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Terenure, Dublin 6W","Euro","2046.91"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 7","Euro","1457.15"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Arbour Hill, Dublin 7","Euro","1657.28"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Cabra, Dublin 7","Euro","1399.24"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Navan Road, Dublin 7","Euro","1784.28"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","North Circular Road, Dublin 7","Euro","1426.13"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Phibsboro, Dublin 7","Euro","1238.48"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Smithfield, Dublin 7","Euro","1716.59"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Stoneybatter, Dublin 7","Euro","1595.18"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 8","Euro","1611.52"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Christchurch, Dublin 8","Euro","1660.77"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Cork Street, Dublin 8","Euro","1597.99"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Inchicore, Dublin 8","Euro","1494.12"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Islandbridge, Dublin 8","Euro","1887.71"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Kilmainham , Dublin 8","Euro","1597.89"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Portobello, Dublin 8","Euro","1495.89"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Rialto, Dublin 8","Euro","1559.75"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","South Circular Road, Dublin 8","Euro","1485.47"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","The Coombe, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 9","Euro","1639.15"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ballymun, Dublin 9","Euro","1453.15"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Beaumont, Dublin 9","Euro","1713.1"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Drumcondra, Dublin 9","Euro","1599.81"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Glasnevin, Dublin 9","Euro","1672.16"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Santry, Dublin 9","Euro","1637.56"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Whitehall, Dublin 9","Euro","1704.91"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 10","Euro","1436.56"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ballyfermot, Dublin 10","Euro","1428.77"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Cherry Orchard, Dublin 10","Euro","1441.94"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 11","Euro","1479.58"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ballymun, Dublin 11","Euro","1456.43"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Finglas, Dublin 11","Euro","1448.84"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Glasnevin, Dublin 11","Euro","1585.41"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Meakstown, Dublin 11","Euro","1476.44"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","St Margarets Road, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 12","Euro","1596.7"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Crumlin, Dublin 12","Euro","1619.49"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Drimnagh, Dublin 12","Euro","1626.8"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Kimmage, Dublin 12","Euro","1673.48"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Walkinstown, Dublin 12","Euro","1491"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 13","Euro","1739.29"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Baldoyle, Dublin 13","Euro","1626.82"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Balgriffin, Dublin 13","Euro","1887.08"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clongriffin, Dublin 13","Euro","1560.02"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Donaghmede, Dublin 13","Euro","1484.79"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Sutton, Dublin 13","Euro","2008.25"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 14","Euro","2072.57"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Churchtown, Dublin 14","Euro","2244.4"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clonskeagh, Dublin 14","Euro","2243.14"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dundrum, Dublin 14","Euro","1939.28"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Goatstown, Dublin 14","Euro","2350.83"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Rathfarnham, Dublin 14","Euro","1875.55"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 15","Euro","1607.14"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ashtown, Dublin 15","Euro","1662.38"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Blanchardstown, Dublin 15","Euro","1500.48"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Carpenterstown, Dublin 15","Euro","1619.82"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Castleknock, Dublin 15","Euro","1775.9"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clonee, Dublin 15","Euro","1506.55"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Clonsilla, Dublin 15","Euro","1681.25"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Coolmine, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Mulhuddart, Dublin 15","Euro","1364.27"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ongar, Dublin 15","Euro","1443.19"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Porterstown, Dublin 15","Euro","1615.73"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Royal Canal Park, Dublin 15","Euro","1502.1"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Tyrrelstown, Dublin 15","Euro","1557.57"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 16","Euro","1899.36"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Ballinteer, Dublin 16","Euro","1877.58"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dundrum, Dublin 16","Euro","1922.56"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Knocklyon, Dublin 16","Euro","1862.91"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Rathfarnham, Dublin 16","Euro","1908.7"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Sandyford, Dublin 16","Euro","1772.3"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 17","Euro","1506.89"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Malahide Road, Dublin 17","Euro","1637.56"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Dublin 18","Euro","1926.13"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Cabinteely, Dublin 18","Euro","1935.08"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Carrickmines, Dublin 18","Euro","1916.96"
"RTB Average Monthly Rent Report","2019H2","All bedrooms","All property types","Foxrock, Dublin 18","Euro","2728.17"
